author,content,country,date_time,id,language,latitude,longitude,number_of_likes,number_of_shares
selenagomez,Happy birthday to my best friend in the world world!!! Have a great birthday baby!  http://t.co/lDNMFlDK,,01/03/2012 17:26,1.75271e+17,en,,,12295,28160
selenagomez,Me too.. RT @SoCrazyForDemi: @selenagomez I'm gonna bawl my eyes out when wowp finishes :(,,11/05/2011 23:19,6.84552e+16,en,,,522,1510
selenagomez,"Design a poster inspired by #GoodForYou for the chance to win $500, a signed print &amp; more! http://t.co/nxouUdGSCu http://t.co/A3iKGm24P8",,28/07/2015 17:59,6.2609e+17,en,,,18215,10508
selenagomez,#‎StarsDanceWorldTour Vancouver are you ready to kick this off? http://t.co/RMZv5JCwh4 http://t.co/87LUITnsoY,,13/08/2013 21:28,3.67397e+17,en,,,18619,17093
selenagomez,Thanks to everyone who showed up to my surprise Dream Out Loud shopping spree at The Grove Kmart.  Each winner... http://t.co/76A0TXPn,,25/04/2012 01:29,1.94961e+17,en,,,1371,3432
selenagomez,@xLoveNaturally Thank you very much.  You all make the world a better place.,,29/09/2012 17:38,2.521e+17,en,,,707,1359
selenagomez,"....... Just so you know, you're awesome.",,03/01/2015 05:32,5.5125e+17,en,,,49498,39931
selenagomez,I am so sorry I couldn't get to all of you!! ❤️ you very much. And be safe!! http://t.co/hP9SmN2C1C,,18/07/2014 23:53,4.90283e+17,en,,,11037,6942
selenagomez,Vancouver!! Honestly I will move here one day. Shot 2 movies here and have SO many beautiful memories.. http://t.co/QvW1UIaN,,14/10/2011 18:41,1.24918e+17,en,,,1056,2418
selenagomez,:) you're awesome RT @SweetGirrrrl: @selenagomez Please RT this if u like it&gt;&gt;&gt;&gt;&gt;&gt; http://twitpic.com/32y9qw LOVE SO MUCH!!!!!,,24/11/2010 02:21,7257560000000000.0,en,,,501,1186
selenagomez,@stunningbubbles smile girl. They're never worth it. Trust me.. you're beautiful,,14/07/2010 05:22,18496657745.0,en,,,428,918
selenagomez,“@murniizham: @selenagomez I LOVE U SO SO SO MUCH” I LOVE YOU MOREEEE💜💜💜💜,,14/08/2014 08:42,4.99839e+17,en,,,6487,4708
selenagomez,I'm hosting a #REVIVALListeningParty and Q&amp;A on Twitter tomorrow! Get ready to hit play on @Spotify @ 9 am PT. 🎶 http://t.co/nSfuieBNlu,,08/10/2015 19:45,6.52208e+17,en,,,21739,14849
selenagomez,"Bye Dallas, I will miss you all dearly. I am off to Atlanta, see you guys soon!",,15/06/2011 21:17,8.11081e+16,en,,,702,2341
shakira,RT @NBCTheVoice Not sure if @AdamLevine or @Shakira... https://t.co/YnNRGV14N1,,26/02/2014 01:25,4.38485e+17,en,,,2151,1631
shakira,Happy Easter from my easter bunnies! / Felices Pascuas de parte de mis conejitos de pascua! -Shak http://t.co/C09XphlF,,08/04/2012 15:52,1.89018e+17,es,,,982,1798
shakira,String session recording in Cairo for the new album! http://t.co/ESrLQGXvEz,,15/12/2013 16:26,4.12257e+17,en,,,1272,1083
shakira,"#TBT to five years ago today, when Shak played Budapest! 🇭🇺 Hace 5 años hoy: Shak en Budapest! https://t.co/Ui4Ojqh6ee ShakHQ",,05/05/2016 20:35,7.28322e+17,en,,,2321,575
shakira,Please save my girls! They deserve to be here! #VoiceSave Tess,,23/04/2014 00:53,4.58771e+17,en,,,1914,5018
shakira,¡Faltan DOS HORAS para el inicio de la Ceremonia de Clausura de la Copa Mundial! ShakHQ #GER #ARG http://t.co/alFI0Dn0qX,,13/07/2014 15:15,4.88341e+17,es,,,7513,5670
shakira,Looking forward to the #BibleSeriesFinale on @History tonight. http://t.co/O6arfQEsvk -Shak,,31/03/2013 19:02,3.18438e+17,en,,,592,743
shakira,¡Muchas gracias @Los40_Spain por este número 1 y gracias a ti @TonyAguilar por tu cariño! Shak,,16/06/2014 15:56,4.78567e+17,es,,,988,471
shakira,".@GarrettGardner2 what a cool performance, you rocked it and totally made that song your own! Shak",,14/05/2013 00:41,3.34106e+17,en,,,400,378
shakira,"What us girls have to go through to get a selfie / Lo que tenemos que hacer las chicas para tomar un selfie Shak
https://t.co/75Lm0hXs5y",,07/07/2016 18:28,7.51121e+17,en,,,7648,2080
shakira,¡¡Golazo de luis Suárez!! Shak,,19/06/2014 20:46,4.79727e+17,es,,,4041,3429
shakira,Grazie! Shak RT @kia_shiver Yeeeeeeh Addicted to You TT in Italia!! Grande @shakira !,,03/05/2012 15:10,1.98067e+17,en,,,116,159
shakira,"London calling, I'm responding and this sounds like a Smash !! Shak http://t.co/oDIO4cvOGA",,20/11/2013 16:13,4.03194e+17,en,,,1379,920
shakira,Here's Shak throwing some serious moves while performing Ojos Así in 2003. Think you can #dance like that? https://t.co/ejq91QNmxJ ShakHQ,,26/09/2016 16:03,7.80438e+17,en,,,2587,510
shakira,Thank you so much @AlexOfficial994 for this portrait! It's incredible! Shak http://t.co/hSdunxZPCL,,12/12/2014 15:08,5.43422e+17,en,,,1723,562
shakira,#TeamShakira is complete! Can't wait to bring in @mirandalambert for the #Battles #WatchingBlinds,,12/03/2014 00:47,4.43549e+17,en,,,1797,707
shakira,"I call this part of the beach ""Tailandia"" Shak #LaBicicleta #tbt https://t.co/8cyNMSbNE7",,25/08/2016 18:29,7.68878e+17,en,,,4258,673
shakira,"Nuevo vídeo de Shakira! Nos preparamos para el estreno de @NBCTheVoice  del próximo lunes!
ShakHQ  https://t.co/lEM1AR7PNa",,20/03/2013 16:43,3.14417e+17,es,,,396,612
shakira,Shakira ha llegado a la final de la Batalla de las Princesas del POP de MTV! Para VOTAR (y votar otra vez) http://t.co/8QeravMJ Gracias! SHQ,,19/07/2012 16:39,2.25993e+17,es,,,262,575
shakira,"Did you check out Kristen just now singing the band perry ""chainsaw"" just now? She was the best--charismatic, fun, and man, that voice!",,07/05/2014 00:11,4.63833e+17,en,,,1382,566
taylorswift13,Just wanted to shout them out today because they're incredible. @davidcookmusic @kamilahmarshall @clareypoppin @melanienyema @paulsidoti,,26/07/2015 18:43,6.25376e+17,en,,,26542,8553
taylorswift13,#40DaysTil1989WorldTour,,26/03/2015 21:14,5.81203e+17,und,,,44968,25548
taylorswift13,"This night is sparkling.
Don't you let it go.
https://t.co/Ug9fnN9OQL
#1989TourBossierCity",,21/05/2015 05:37,6.0126e+17,en,,,27266,12266
taylorswift13,She's so BORED. http://t.co/1yNGI4lnoP,,05/06/2013 23:08,3.42418e+17,en,,,30461,22715
taylorswift13,"So proud of these girls, 3 for killing it at the Victoria's Secret Fashion Show (@iammarthahunt… http://t.co/2eP91bAEDh",,05/12/2014 22:41,5.41e+17,en,,,13117,6118
taylorswift13,I feel like I just interrupted a very important conversation. http://t.co/wVjSgtIk4x,,27/07/2014 19:44,4.93482e+17,en,,,18704,11823
taylorswift13,"Saying goodbye to the shore, writing on a seashell. http://t.co/MFQdz4po",,29/12/2011 17:25,1.5244e+17,en,,,3261,6658
taylorswift13,Backstage at @theellenshow! She's the best. And has good dressing room snacks. So important.,,10/05/2011 22:16,6.80771e+16,en,,,1004,2136
taylorswift13,"I’m so excited that the new video for ‘Red’ comes out this evening! Also very excited about all the red, white, &amp; blue happening tomorrow.🇺🇸",,03/07/2013 18:53,3.525e+17,en,,,16747,19983
taylorswift13,"So....
""Sweeter Than Fiction"" will be available at iTunes TONIGHT at midnight!  @onechancemovie",,20/10/2013 19:17,3.92007e+17,en,,,14369,16212
taylorswift13,"Having a @billboard Hot 100 #1 with @kendricklamar is too exciting for me to even process. LOOK WHAT YOU GUYS DID. 
http://t.co/TXaY8DJka2",,27/05/2015 20:26,6.03658e+17,en,,,26397,13181
taylorswift13,"""Apparently the Golden Globes red carpet flooded. Let's just go in our jammies this year!"" -@austinswift7",,12/01/2014 22:03,4.22489e+17,en,,,17532,11812
taylorswift13,"Oh Charlotte, North Carolina- what a beautiful crowd you were tonight:)",,23/03/2013 05:09,3.1533e+17,en,,,7272,7014
taylorswift13,"Writing letters, giving haircuts, signing cd covers. Backstage activities.",,26/06/2011 19:33,8.50681e+16,en,,,1377,2989
taylorswift13,"In every @Target store, they're playing exclusive never-before-seen video footage of the creation of… http://t.co/xLg8Vu6yUf",,27/10/2014 19:17,5.26815e+17,en,,,10269,5070
taylorswift13,Yes we are climbing all over each other. #1989SecretSessions http://t.co/FHi7jFfBjy,,05/10/2014 07:30,5.18664e+17,en,,,8868,4726
taylorswift13,"I love you, Kansas City. Thank you for two wonderful shows!",,04/08/2013 06:10,3.63905e+17,en,,,10200,9626
taylorswift13,"The Tokyo show was a DREAM. Plus, we've added another show in Singapore on June 9th!! See you there! http://t.co/aox1ID193n",,02/06/2014 05:23,4.73334e+17,en,,,39317,24147
taylorswift13,@jaysean thanks!!! Hope you're doing great!,,17/06/2012 20:05,2.14449e+17,en,,,914,1715
taylorswift13,Tomorrow we start to..... http://t.co/dQ8cHzEK,,22/10/2012 03:34,2.60223e+17,en,,,12178,15266
